sku_id,description,analysis_weeks,positive_demand_weeks,zero_demand_week_pct,mean_weekly_demand,std_weekly_demand,coefficient_of_variation,average_demand_interval_weeks,lag_1_autocorrelation,first_13_week_average,last_13_week_average,trend_slope_units_per_week,recent_vs_initial_13_week_change_pct
20665,RED RETROSPOT PURSE,104,93,10.58,12.70,11.61,0.914,1.12,0.116,20.54,5.23,-0.123,-74.53
20666,ECONOMY HOLIDAY PURSE,104,28,73.08,8.76,55.18,6.300,3.71,-0.022,3.85,0.00,-0.134,-100.00
20667,CHERRY BLOSSOM PURSE,104,18,82.69,0.38,1.01,2.620,5.78,0.081,0.23,0.00,0.000,-100.00
20668,DISCO BALL CHRISTMAS DECORATION,104,74,28.85,187.86,331.81,1.766,1.41,0.551,120.38,588.92,3.424,389.20
20669,RED HEART LUGGAGE TAG,104,76,26.92,7.48,9.60,1.283,1.37,0.149,13.85,4.23,-0.067,-69.44
20670,VIP HOLIDAY PURSE,104,32,69.23,6.67,41.62,6.237,3.25,-0.010,1.38,0.31,-0.103,-77.78
20671,BLUE TEATIME PRINT BOWL,104,49,52.88,7.52,15.23,2.026,2.12,0.194,9.00,0.00,-0.196,-100.00
20672,UNKNOWN,104,12,88.46,1.31,4.94,3.780,8.67,0.589,10.38,0.00,-0.066,-100.00
20673,UNKNOWN,104,1,99.04,0.06,0.59,10.198,104.00,-0.010,0.46,0.00,-0.003,-100.00
20674,GREEN POLKADOT BOWL,104,101,2.88,31.76,27.13,0.854,1.03,-0.062,23.46,28.46,-0.076,21.31
20675,BLUE POLKADOT BOWL,104,102,1.92,60.54,50.56,0.835,1.02,0.145,50.31,47.69,-0.168,-5.20
20676,RED RETROSPOT BOWL,104,102,1.92,99.47,74.61,0.750,1.02,0.152,66.46,70.77,-0.228,6.48
20677,PINK POLKADOT BOWL,104,102,1.92,72.57,59.11,0.815,1.02,0.108,72.23,48.77,-0.270,-32.48
20678,LARGE BLACK DIAMANTE HAIRSLIDE,104,1,99.04,0.04,0.39,10.198,104.00,-0.010,0.00,0.31,0.002,
20679,EDWARDIAN PARASOL RED,104,101,2.88,50.48,117.28,2.323,1.03,0.105,166.31,42.77,-0.825,-74.28
20680,PINK FLOWERS CHILDS UMBRELLA,104,3,97.12,0.06,0.41,7.176,34.67,0.041,0.46,0.00,-0.003,-100.00
20681,PINK POLKADOT CHILDRENS UMBRELLA,104,64,38.46,13.06,16.27,1.246,1.62,0.520,31.31,0.00,-0.331,-100.00
20682,RED RETROSPOT CHILDRENS UMBRELLA,104,101,2.88,28.18,23.24,0.825,1.03,0.157,43.62,32.92,-0.128,-24.51
20683,UNKNOWN,104,2,98.08,0.02,0.14,7.176,52.00,-0.014,0.15,0.00,-0.001,-100.00
20684,UNKNOWN,104,68,34.62,5.49,10.26,1.869,1.53,0.207,7.15,0.00,-0.091,-100.00
20685,DOORMAT RED RETROSPOT,104,101,2.88,92.08,88.72,0.964,1.03,0.111,166.92,55.23,-0.608,-66.91
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,104,82,21.15,5.47,6.94,1.269,1.27,0.133,8.77,9.31,0.005,6.14
20688,BEAUTY SPEED EXPRESSO CUPS,104,6,94.23,8.49,57.97,6.828,17.33,0.489,3.31,0.00,-0.363,-100.00
20689,RETRO SISTERS EXPRESSO CUPS,104,21,79.81,4.50,33.39,7.419,4.95,0.113,5.46,0.00,-0.191,-100.00
20691,UNKNOWN,104,1,99.04,0.19,1.96,10.198,104.00,-0.010,1.54,0.00,-0.011,-100.00
20692,UNKNOWN,104,32,69.23,7.62,20.42,2.678,3.25,0.184,16.77,0.00,-0.288,-100.00
20693,FLORAL DINOSAUR GREEN,104,8,92.31,0.30,1.17,3.936,13.00,0.223,2.00,0.00,-0.015,-100.00
20694,FLORAL PINK MONSTER,104,36,65.38,1.59,3.88,2.444,2.89,0.270,4.08,1.00,-0.026,-75.47
20695,FLORAL BLUE MONSTER,104,29,72.12,1.31,4.42,3.382,3.59,0.191,4.62,0.23,-0.040,-95.00
20696,FLORAL SOFT CAR TOY,104,41,60.58,1.41,2.82,1.998,2.54,-0.056,1.69,1.31,-0.012,-22.73
20697,LITTLE GREEN MONSTER SOFT TOY,104,17,83.65,0.38,1.07,2.790,6.12,-0.086,0.69,0.54,-0.001,-22.22
20698,LITTLE PINK MONSTER SOFT TOY,104,20,80.77,1.03,5.97,5.798,5.20,0.086,5.77,0.69,-0.032,-88.00
20699,MOUSEY LONG LEGS SOFT TOY,104,46,55.77,2.77,4.98,1.799,2.26,0.206,4.54,0.23,-0.046,-94.92
20700,GREEN CAT FLORAL CUSHION COVER,104,51,50.96,4.04,17.27,4.277,2.04,0.213,24.62,1.38,-0.149,-94.38
20701,PINK CAT FLORAL CUSHION COVER,104,20,80.77,3.38,17.64,5.227,5.20,0.257,24.23,0.00,-0.158,-100.00
20702,PINK PADDED MOBILE,104,78,25.00,7.60,9.38,1.234,1.33,0.261,8.15,0.46,-0.139,-94.34
20703,BLUE PADDED SOFT MOBILE,104,48,53.85,4.36,6.25,1.436,2.17,0.607,7.23,0.00,-0.126,-100.00
20704,MR ROBOT SOFT TOY,104,45,56.73,3.15,9.46,2.998,2.31,0.106,7.92,1.85,-0.038,-76.70
20705,MRS ROBOT SOFT TOY,104,39,62.50,2.55,7.53,2.956,2.67,0.126,6.77,1.08,-0.042,-84.09
20707,CRAZY DAISY HEART DECORATION,104,72,30.77,15.49,68.28,4.408,1.44,0.137,75.31,2.85,-0.437,-96.22
20711,JUMBO BAG TOYS,104,102,1.92,120.38,129.87,1.079,1.02,-0.006,105.00,83.23,-0.556,-20.73
20712,JUMBO BAG WOODLAND ANIMALS,104,95,8.65,168.33,134.55,0.799,1.09,0.214,135.62,245.15,0.914,80.77
20713,JUMBO BAG OWLS,104,90,13.46,215.28,250.71,1.165,1.16,0.077,151.23,433.62,2.120,186.72
20714,UNKNOWN,104,4,96.15,15.34,102.12,6.659,26.00,0.472,122.69,0.00,-0.858,-100.00
20715,LITTLE FLOWER SHOPPER BAG,104,1,99.04,3.85,39.22,10.198,104.00,-0.010,30.77,0.00,-0.203,-100.00
20716,UNKNOWN,104,73,29.81,14.44,16.54,1.145,1.42,0.215,17.23,0.00,-0.233,-100.00
20717,STRAWBERRY SHOPPER BAG,104,102,1.92,60.12,67.13,1.117,1.02,-0.032,81.31,32.77,-0.395,-59.70
20718,RED RETROSPOT SHOPPER BAG,104,102,1.92,124.27,95.97,0.772,1.02,0.071,148.31,83.15,-1.045,-43.93
20719,WOODLAND CHARLOTTE BAG,104,101,2.88,231.21,124.97,0.540,1.03,0.115,161.00,242.08,0.772,50.36
20721,UNKNOWN,104,2,98.08,0.02,0.14,7.176,52.00,-0.014,0.15,0.00,-0.001,-100.00
20723,STRAWBERRY CHARLOTTE BAG,104,102,1.92,172.69,101.23,0.586,1.02,0.143,94.38,209.38,0.825,121.84
20724,RED RETROSPOT CHARLOTTE BAG,104,102,1.92,301.55,155.72,0.516,1.02,0.053,182.15,449.38,1.868,146.71
20725,LUNCH BAG RED RETROSPOT,104,102,1.92,382.18,176.04,0.461,1.02,0.148,301.23,387.77,0.333,28.73
20726,LUNCH BAG WOODLAND,104,102,1.92,210.07,256.67,1.222,1.02,-0.013,173.15,155.92,-0.587,-9.95
20727,LUNCH BAG BLACK SKULL.,104,102,1.92,252.78,276.81,1.095,1.02,-0.015,155.85,275.38,-0.025,76.70
20728,LUNCH BAG CARS BLUE,104,102,1.92,234.20,260.44,1.112,1.02,-0.022,182.15,214.62,0.085,17.82
20729,UNKNOWN,104,24,76.92,50.46,414.94,8.223,4.33,0.004,392.31,0.00,-2.350,-100.00
20730,STRAWBERRY CANDY BAG,104,23,77.88,21.17,141.06,6.662,4.52,0.064,165.15,0.00,-0.996,-100.00
20731,UNKNOWN,104,43,58.65,41.00,275.30,6.715,2.42,0.019,299.15,0.00,-1.865,-100.00
20733,GOLD MINI TAPE MEASURE,104,79,24.04,18.02,61.34,3.404,1.32,0.065,9.08,11.69,0.070,28.81
20734,SILVER MINI TAPE MEASURE,104,57,45.19,15.70,47.64,3.034,1.82,-0.014,13.54,0.00,-0.273,-100.00
20735,BLACK MINI TAPE MEASURE,104,66,36.54,14.46,33.75,2.334,1.58,0.003,9.77,1.62,-0.059,-83.46
20736,PINK MINI TAPE MEASURE,104,8,92.31,4.27,22.85,5.352,13.00,0.089,34.08,0.00,-0.232,-100.00
20737,UNKNOWN,104,1,99.04,0.01,0.10,10.198,104.00,-0.010,0.08,0.00,-0.001,-100.00
20738,GREEN MINI TAPE MEASURE,104,36,65.38,15.07,40.25,2.671,2.89,0.087,19.85,0.00,-0.392,-100.00
20739,*USB Office Glitter Lamp,104,0,100.00,0.00,0.00,0.000,0.00,,0.00,0.00,0.000,
20743,UNKNOWN,104,1,99.04,0.01,0.10,10.198,104.00,-0.010,0.08,0.00,-0.001,-100.00
20747,UNKNOWN,104,21,79.81,7.93,27.18,3.426,4.95,0.554,46.15,0.00,-0.360,-100.00
20748,KENSINGTON COFFEE SET,104,65,37.50,15.81,91.68,5.800,1.60,0.251,108.77,1.69,-0.696,-98.44
20749,ASSORTED COLOUR MINI CASES,104,100,3.85,27.98,28.66,1.024,1.04,-0.007,18.77,44.08,0.156,134.84
20750,RED RETROSPOT MINI CASES,104,101,2.88,34.52,22.14,0.641,1.03,-0.060,32.08,38.46,-0.023,19.90
20751,FUNKY WASHING UP GLOVES ASSORTED,104,101,2.88,26.79,23.70,0.885,1.03,0.088,51.38,13.15,-0.332,-74.40
20752,BLUE POLKADOT WASHING UP GLOVES,104,90,13.46,14.13,37.02,2.619,1.16,0.015,54.46,5.38,-0.331,-90.11
20753,RETRO PINK SPOT WASHING UP GLOVES,104,6,94.23,1.42,10.74,7.547,17.33,0.383,11.38,0.00,-0.080,-100.00
20754,RETROSPOT RED WASHING UP GLOVES,104,100,3.85,48.46,50.95,1.051,1.04,0.268,97.00,19.31,-0.713,-80.10
20755,BLUE PAISLEY POCKET BOOK,104,52,50.00,49.36,425.34,8.618,2.00,-0.008,344.00,11.15,-2.107,-96.76
20756,GREEN FERN POCKET BOOK,104,31,70.19,55.05,519.78,9.442,3.35,-0.007,411.62,2.31,-2.601,-99.44
20757,RED DAISY POCKET BOOK,104,40,61.54,51.41,472.56,9.191,2.60,-0.004,394.23,5.62,-2.467,-98.58
20758,ABSTRACT CIRCLES POCKET BOOK,104,50,51.92,52.08,473.21,9.087,2.08,-0.005,380.00,4.77,-2.371,-98.74
20759,CHRYSANTHEMUM POCKET BOOK,104,35,66.35,55.54,519.63,9.356,2.97,-0.007,414.62,2.69,-2.619,-99.35
20760,GARDEN PATH POCKET BOOK,104,43,58.65,53.55,425.80,7.952,2.42,-0.015,344.77,3.08,-2.066,-99.11
20761,BLUE PAISLEY SKETCHBOOK,104,70,32.69,4.35,11.13,2.562,1.49,0.223,13.31,3.15,-0.085,-76.30
20762,GREEN FERN SKETCHBOOK,104,63,39.42,4.38,11.58,2.640,1.65,0.325,15.62,1.54,-0.105,-90.15
20763,DAISY SKETCHBOOK,104,46,55.77,2.56,7.41,2.896,2.26,-0.044,5.85,2.31,-0.039,-60.53
20764,ABSTRACT CIRCLES SKETCHBOOK,104,77,25.96,6.42,14.18,2.208,1.35,0.264,21.15,3.54,-0.154,-83.27
20765,CHRYSANTHEMUM SKETCHBOOK,104,65,37.50,3.92,11.78,3.003,1.60,0.234,16.15,1.69,-0.099,-89.52
20766,GARDEN PATH SKETCHBOOK,104,70,32.69,4.96,12.78,2.576,1.49,0.331,18.92,2.77,-0.112,-85.37
20767,BLUE PAISLEY JOURNAL,104,79,24.04,7.66,16.09,2.100,1.32,0.282,22.15,4.31,-0.112,-80.56
20768,GREEN FERN JOURNAL,104,68,34.62,7.01,18.72,2.671,1.53,0.312,24.77,4.54,-0.150,-81.68
20769,DAISY JOURNAL,104,46,55.77,4.14,14.45,3.487,2.26,0.424,19.85,2.46,-0.127,-87.60
20770,ABSTRACT CIRCLE JOURNAL,104,76,26.92,9.82,21.39,2.179,1.37,0.144,26.92,0.46,-0.227,-98.29
20771,CHRYSANTHEMUM JOURNAL,104,65,37.50,5.62,15.18,2.698,1.60,0.472,21.08,3.00,-0.139,-85.77
20772,GARDEN PATH JOURNAL,104,66,36.54,9.23,23.80,2.578,1.58,0.299,35.00,10.62,-0.174,-69.67
20773,BLUE PAISLEY NOTEBOOK,104,56,46.15,32.02,300.22,9.376,1.86,-0.011,241.31,0.15,-1.412,-99.94
20774,GREEN FERN NOTEBOOK,104,54,48.08,33.75,315.03,9.334,1.93,-0.006,255.85,2.69,-1.459,-98.95
20775,DAISY NOTEBOOK,104,53,49.04,35.20,329.57,9.362,1.96,-0.011,267.00,6.85,-1.497,-97.44
20776,ABSTRACT CIRCLES NOTEBOOK,104,28,73.08,31.21,298.15,9.552,3.71,-0.008,244.46,0.00,-1.432,-100.00
20777,CHRYSANTHEMUM NOTEBOOK,104,66,36.54,34.88,313.51,8.987,1.58,-0.009,252.85,8.15,-1.412,-96.78
20778,UNKNOWN,104,42,59.62,34.68,329.57,9.502,2.48,-0.008,264.77,0.00,-1.555,-100.00
20780,BLACK EAR MUFF HEADPHONES,104,39,62.50,1.81,5.42,2.999,2.67,0.417,8.69,0.92,-0.053,-89.38
20781,GOLD EAR MUFF HEADPHONES,104,36,65.38,0.96,2.21,2.300,2.89,0.356,3.62,1.00,-0.019,-72.34
20782,CAMOUFLAGE EAR MUFF HEADPHONES,104,34,67.31,1.37,3.07,2.245,3.06,0.271,4.15,0.92,-0.024,-77.78
20783,HEART EAR MUFF HEADPHONES,104,21,79.81,1.46,5.67,3.876,4.95,0.292,7.69,0.00,-0.071,-100.00
20784,RED RETRO BAR STOOL,104,23,77.88,1.02,2.97,2.913,4.52,0.405,0.23,0.00,-0.026,-100.00
20785,FUSCHIA RETRO BAR STOOL,104,26,75.00,1.35,5.74,4.265,4.00,0.260,1.15,0.00,-0.037,-100.00
20786,BLACK RETRO BAR STOOL,104,19,81.73,1.01,3.67,3.632,5.47,0.434,1.08,0.00,-0.030,-100.00
20787,UNKNOWN,104,17,83.65,0.73,2.78,3.810,6.12,0.445,0.31,0.00,-0.023,-100.00
20791,UNKNOWN,104,2,98.08,0.07,0.53,7.819,52.00,-0.017,0.54,0.00,-0.003,-100.00
20793,BLUE TILED TRAY,104,19,81.73,2.66,23.52,8.831,5.47,-0.005,0.62,0.08,-0.078,-87.50
20794,BLUE TILE HOOK,104,40,61.54,2.02,3.64,1.801,2.60,0.009,2.00,1.31,-0.014,-34.62
20795,LARGE BLUE PROVENCAL CERAMIC BALL,104,24,76.92,1.29,4.08,3.165,4.33,-0.023,3.31,1.77,-0.013,-46.51
20796,SMALL BLUE PROVENCAL CERAMIC BALL,104,19,81.73,0.95,2.77,2.914,5.47,-0.050,1.00,1.00,0.010,0.00
20798,UNKNOWN,104,41,60.58,5.31,11.09,2.089,2.54,0.134,8.31,0.00,-0.142,-100.00
20799,damaged,104,15,85.58,1.89,10.76,5.679,6.93,0.104,5.00,0.00,-0.080,-100.00
20800,LARGE GLASS SUNDAE DISH CLEAR,104,5,95.19,9.66,97.26,10.065,20.80,-0.010,0.54,0.00,-0.403,-100.00
20801,UNKNOWN,104,45,56.73,10.56,29.35,2.780,2.31,0.476,0.77,0.00,0.120,-100.00
20802,SMALL GLASS SUNDAE DISH CLEAR,104,72,30.77,10.11,21.74,2.151,1.44,0.152,3.77,5.85,0.053,55.10
20803,SMALL PINK GLASS SUNDAE DISH,104,47,54.81,11.05,34.68,3.139,2.21,0.343,5.08,0.00,0.067,-100.00
20804,GLASS CHICKEN BUTTER DISH,104,16,84.62,3.28,15.29,4.665,6.50,0.156,21.85,0.00,-0.163,-100.00
20812,EMBOSSED FLOWER TRELLIS PHOTO FRAME,104,1,99.04,0.02,0.20,10.198,104.00,-0.010,0.15,0.00,-0.001,-100.00
20814,SILVER FINCH DECORATION,104,5,95.19,1.55,9.20,5.941,20.80,0.276,12.38,0.00,-0.082,-100.00
20816,GOLD FLOWER CUSHION COVER,104,6,94.23,0.23,1.10,4.763,17.33,0.003,0.08,0.00,-0.002,-100.00
20818,GOLD TEDDY BEAR,104,19,81.73,0.74,2.88,3.894,5.47,-0.045,1.00,0.00,-0.018,-100.00
20819,SILVER TEDDY BEAR,104,42,59.62,1.85,5.70,3.086,2.48,-0.056,1.62,2.69,-0.010,66.67
20820,SILVER LOOKING MIRROR,104,8,92.31,0.11,0.42,3.934,13.00,-0.066,0.15,0.00,-0.001,-100.00
20821,GOLDIE LOOKING MIRROR,104,23,77.88,0.51,1.46,2.868,4.52,-0.006,0.38,0.15,-0.001,-60.00
20822,SILVER WINE GOBLET,104,1,99.04,0.02,0.20,10.198,104.00,-0.010,0.15,0.00,-0.001,-100.00
20823,GOLD WINE GOBLET,104,12,88.46,1.96,10.49,5.346,8.67,0.026,0.31,0.00,0.030,-100.00
20825,GOLD WINE GLASS,104,4,96.15,3.00,28.25,9.418,26.00,-0.011,0.00,0.00,-0.032,
20826,SILVER APERITIF GLASS,104,10,90.38,2.95,16.17,5.477,10.40,0.094,0.00,0.00,0.057,
20827,GOLD APERITIF GLASS,104,6,94.23,1.20,8.79,7.312,17.33,-0.010,0.00,0.00,0.016,
20828,GLITTER BUTTERFLY CLIPS,104,100,3.85,41.23,54.57,1.323,1.04,0.155,60.38,21.92,-0.523,-63.69
20829,GLITTER HANGING BUTTERFLY STRING,104,100,3.85,45.84,82.11,1.791,1.04,0.068,21.62,25.00,-0.318,15.66
20830,SILVER PHOTO FRAME,104,53,49.04,3.88,10.73,2.761,1.96,0.000,8.77,0.31,-0.061,-96.49
20831,GOLD PHOTO FRAME,104,51,50.96,4.07,13.33,3.278,2.04,-0.015,11.31,2.23,-0.049,-80.27
20832,RED FLOCK LOVE HEART PHOTO FRAME,104,61,41.35,16.51,32.28,1.955,1.70,0.360,37.15,36.62,0.129,-1.45
20833,SHAKER THROW QUILTED,104,3,97.12,0.48,3.71,7.723,34.67,-0.016,2.92,0.00,-0.022,-100.00
20835,FRENCH LATTICE CUSHION COVER,104,9,91.35,0.77,2.98,3.869,11.56,0.103,0.92,1.85,0.017,100.00
20836,FRENCH PAISLEY CUSHION COVER,104,19,81.73,2.15,5.14,2.388,5.47,0.196,0.92,6.92,0.047,650.00
20837,FRENCH FLORAL CUSHION COVER,104,13,87.50,1.53,4.32,2.828,8.00,0.340,0.92,4.38,0.044,375.00
20838,FRENCH LATTICE CUSHION COVER,104,33,68.27,4.28,9.60,2.243,3.15,0.202,3.31,11.69,0.121,253.49
20839,FRENCH PAISLEY CUSHION COVER,104,46,55.77,5.81,10.44,1.798,2.26,0.517,0.54,22.23,0.197,4028.57
20840,FRENCH FLORAL CUSHION COVER,104,44,57.69,8.35,24.79,2.970,2.36,0.111,7.00,9.62,0.044,37.36
20845,ZINC HEART LATTICE 2 WALL PLANTER,104,17,83.65,0.95,3.53,3.704,6.12,-0.048,4.00,0.00,-0.030,-100.00
20846,ZINC HEART LATTICE T-LIGHT HOLDER,104,77,25.96,13.55,16.98,1.253,1.35,0.105,14.46,11.92,-0.031,-17.55
20847,ZINC HEART LATTICE CHARGER LARGE,104,24,76.92,0.72,1.95,2.708,4.33,0.063,0.31,0.54,0.007,75.00
20848,ZINC HEART LATTICE CHARGER SMALL,104,12,88.46,0.38,1.44,3.829,8.67,-0.030,0.38,0.38,-0.001,0.00
20849,UNKNOWN,104,20,80.77,6.68,56.71,8.486,5.20,-0.003,47.77,0.00,-0.293,-100.00
20850,ZINC HEART LATTICE PLANTER BOWL,104,15,85.58,7.88,68.63,8.704,6.93,0.040,60.31,0.00,-0.357,-100.00
20851,UNKNOWN,104,24,76.92,3.23,28.41,8.794,4.33,-0.013,23.38,0.00,-0.138,-100.00
20854,BLUE PATCH PURSE PINK HEART,104,45,56.73,4.23,12.40,2.931,2.31,0.210,4.00,0.00,-0.033,-100.00
20855,PINK PATCH PURSE BLUE HEART,104,25,75.96,1.35,3.72,2.766,4.16,0.406,5.15,0.00,-0.052,-100.00
20856,DENIM PATCH PURSE PINK BUTTERFLY,104,58,44.23,3.91,5.05,1.291,1.79,0.288,1.38,0.00,-0.003,-100.00
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,104,41,60.58,2.38,4.30,1.804,2.54,0.236,4.08,0.00,-0.059,-100.00
20858,SILVER PURSE GOLD PINK BUTTERFLY,104,1,99.04,0.04,0.39,10.198,104.00,-0.010,0.31,0.00,-0.002,-100.00
20859,UNKNOWN,104,1,99.04,0.14,1.47,10.198,104.00,-0.010,1.15,0.00,-0.008,-100.00
20860,GOLD COSMETICS BAG WITH BUTTERFLY,104,9,91.35,0.19,0.75,3.907,11.56,-0.050,0.00,0.00,-0.003,
20861,GOLD COSMETIC BAG PINK STAR,104,11,89.42,0.44,1.75,3.958,9.45,0.124,0.62,0.00,-0.010,-100.00
20862,PINK PATCH PENCIL CASE BLUE HEART,104,15,85.58,3.87,16.34,4.226,6.93,-0.034,9.92,0.00,-0.154,-100.00
20863,BLUE PATCH PENCIL CASE PINK HEART,104,25,75.96,2.95,11.34,3.841,4.16,-0.004,4.31,0.00,-0.103,-100.00
20864,DENIM PATCH PENCIL CASE BUTTERFLY,104,17,83.65,2.41,10.88,4.506,6.12,-0.038,3.46,0.00,-0.085,-100.00
20865,PATCHWORK PENCIL CASE BUTTERFLY,104,17,83.65,2.36,11.07,4.699,6.12,-0.036,3.62,0.00,-0.090,-100.00
20866,BLUE ROSE FABRIC MIRROR,104,68,34.62,12.02,30.92,2.572,1.53,0.080,30.00,17.46,-0.114,-41.79
20867,PINK ROSE FABRIC MIRROR,104,54,48.08,10.22,31.43,3.075,1.93,0.075,33.92,2.62,-0.243,-92.29
20868,SILVER FABRIC MIRROR,104,40,61.54,8.40,30.26,3.600,2.60,0.025,19.62,25.15,0.056,28.24
20869,GOLD FABRIC MIRROR,104,36,65.38,5.01,24.47,4.884,2.89,-0.006,19.62,9.69,-0.063,-50.59
20870,UNKNOWN,104,3,97.12,0.04,0.24,6.194,34.67,-0.023,0.31,0.00,-0.002,-100.00
20871,OPULENT VELVET SET/3 CANDLES,104,35,66.35,11.60,34.40,2.966,2.97,0.209,17.15,0.00,-0.281,-100.00
20877,MODERN CHRISTMAS BAUBLE CANDLE,104,2,98.08,0.12,0.87,7.572,52.00,0.440,0.92,0.00,-0.007,-100.00
20878,UNKNOWN,104,20,80.77,6.77,19.04,2.812,5.20,0.384,4.77,0.00,-0.081,-100.00
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,104,3,97.12,0.70,5.34,7.603,34.67,0.932,5.62,0.00,-0.040,-100.00
20880,UNKNOWN,104,1,99.04,0.16,1.67,10.198,104.00,-0.010,1.31,0.00,-0.009,-100.00
20881,MODERN CHRISTMAS TREE CANDLE,104,2,98.08,0.03,0.22,7.572,52.00,0.894,0.23,0.00,-0.002,-100.00
20882,MODERN CHRISTMAS TREE CANDLE,104,2,98.08,0.03,0.22,7.572,52.00,0.894,0.23,0.00,-0.002,-100.00
20884,UNKNOWN,104,3,97.12,0.12,1.00,8.015,34.67,0.104,1.00,0.00,-0.007,-100.00
20885,BOX OF 3 PEBBLE CANDLES,104,1,99.04,0.01,0.10,10.198,104.00,-0.010,0.08,0.00,-0.001,-100.00
20886,BOX OF 9 PEBBLE CANDLES,104,91,12.50,15.92,18.64,1.170,1.14,0.190,17.77,2.54,-0.217,-85.71
20887,UNKNOWN,104,3,97.12,0.25,1.72,6.866,34.67,-0.020,2.00,0.00,-0.014,-100.00
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,104,10,90.38,3.50,26.23,7.494,10.40,0.095,27.08,0.00,-0.179,-100.00
20889,JARDIN DE FEMME SCENTED CANDLE,104,8,92.31,6.21,42.23,6.799,13.00,0.221,47.31,0.00,-0.315,-100.00
20890,SMALL GLASS ROSE SCENTED CANDLE,104,4,96.15,5.82,52.18,8.970,26.00,-0.013,0.38,0.00,-0.213,-100.00
20891,LARGE GLASS ROSE SCENTED CANDLE,104,3,97.12,6.58,66.78,10.153,34.67,-0.010,0.23,0.00,-0.238,-100.00
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,104,28,73.08,0.88,2.51,2.841,3.71,0.171,3.69,0.00,-0.034,-100.00
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,104,47,54.81,5.33,16.23,3.047,2.21,0.056,1.00,7.00,0.010,600.00
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,104,42,59.62,2.55,5.97,2.341,2.48,0.142,1.62,1.69,-0.029,4.76
20895,VINTAGE NOTEBOOK FRENCH LETTER,104,4,96.15,0.15,1.20,7.779,26.00,0.066,1.23,0.00,-0.008,-100.00
20896,VINTAGE NOTEBOOK PINK FLOWER,104,11,89.42,0.38,1.48,3.953,9.45,-0.009,1.23,0.00,-0.014,-100.00
20897,VINTAGE NOTEBOOK PARIS DAYS,104,43,58.65,3.34,15.75,4.721,2.42,0.007,13.38,0.00,-0.075,-100.00
20898,VINTAGE NOTEBOOK TRAVELOGUE,104,31,70.19,3.13,14.80,4.723,3.35,0.154,13.62,0.38,-0.106,-97.18
20899,UNKNOWN,104,12,88.46,0.46,1.93,4.172,8.67,0.116,1.69,0.00,-0.020,-100.00
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,104,33,68.27,0.80,1.65,2.061,3.15,0.273,2.08,0.08,-0.018,-96.30
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,104,58,44.23,1.96,4.10,2.088,1.79,0.202,3.92,0.00,-0.009,-100.00
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,104,46,55.77,1.79,4.31,2.412,2.26,0.379,5.85,0.15,-0.022,-97.37
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,104,2,98.08,0.05,0.40,8.390,52.00,-0.012,0.38,0.00,-0.002,-100.00
20906,VINTAGE NOTEBOOK BEAUTY GIRL,104,25,75.96,0.93,2.56,2.744,4.16,0.385,4.08,0.00,-0.037,-100.00
20910,VINTAGE PHOTO ALBUM PARIS DAYS,104,35,66.35,1.01,2.76,2.731,2.97,0.042,3.77,0.00,-0.034,-100.00
20911,UNKNOWN,104,1,99.04,0.02,0.20,10.198,104.00,-0.010,0.15,0.00,-0.001,-100.00
20913,UNKNOWN,104,6,94.23,2.70,21.90,8.107,17.33,0.062,21.62,0.00,-0.144,-100.00
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,104,102,1.92,176.88,131.09,0.741,1.02,0.139,204.92,131.77,-1.467,-35.70
20931,BLUE POT PLANT CANDLE,104,71,31.73,6.31,11.24,1.782,1.46,0.064,16.23,10.15,-0.038,-37.44
20932,PINK POT PLANT CANDLE,104,55,47.12,2.84,6.75,2.381,1.89,-0.060,2.31,8.92,0.032,286.67
20933,YELLOW POT PLANT CANDLE,104,30,71.15,4.83,30.91,6.404,3.47,-0.018,8.85,0.38,-0.134,-95.65
20934,SET/3 POT PLANT CANDLES,104,38,63.46,2.63,10.04,3.809,2.74,0.024,4.08,1.77,-0.028,-56.60
20935,ROUND CACTUS CANDLE,104,25,75.96,2.88,10.52,3.646,4.16,0.433,18.38,0.46,-0.132,-97.49
20936,FORKED CACTUS CANDLE,104,51,50.96,3.15,9.02,2.859,2.04,-0.001,12.54,4.15,-0.065,-66.87
20939,ORANGE CANDLE,104,1,99.04,0.12,1.18,10.198,104.00,,0.92,0.00,-0.007,-100.00
20940,UNKNOWN,104,2,98.08,0.52,5.10,9.824,52.00,-0.010,4.15,0.00,-0.030,-100.00
20941,FROG CANDLE,104,57,45.19,9.49,39.59,4.172,1.82,0.014,48.77,0.00,-0.356,-100.00
